ID_state|state|state_n|city|city_n|age|client_income|appraisal_value|asset_market_value|mar_2_app|app_2_inc|mar_2_inc|sex_F|condition_U|risk_index|effective_pay|factor_employed|bank_2_home|ratio|vendor_Y|employed_30|antiquity_20|credit_score|lender_score|theta_emp|months_wo_pay|y
28|TAMAULIPAS|1173|ABASOLO|3|0.4123982607109782|-0.671627885283986|-0.4246133741629091|-0.9388227720653421|-0.8358685355117695|0.7380087161716457|-0.38592564707716154|-0.9073974139772129|0.4027134393871328|0.26979381046792694|0.16131248499902903|-0.13953750908008877|-0.5992903215155494|0.46807955473693175|-0.5104127954451824|0.8212472801199519|-0.1863292545112238|-0.5899403688930233|-0.6815181913840409|0.0|0|0
5|CHIAPAS|303|ACALA|3|-0.9854475267609291|-0.7732352312333073|-0.24086427151913542|-0.5721530965882036|-0.6267364524260034|1.268280568532037|0.2718104443975574|0.19332972801924997|0.4027134393871328|-0.487348612131127|-2.0228677034295095|-0.1437800340658903|-0.41043916065848257|0.47398083360590904|-0.5104127954451824|0.8212472801199519|-0.1863292545112238|-0.5899403688930233|-0.7417257542723715|0.3333333333333333|21|1
12|GUANAJUATO|1710|ACAMBARO|4|-0.3144815487744138|-0.3765909348310041|-0.6331991792727204|-0.009224772505090417|0.9666929436888877|-0.5742567558072019|0.5090110953518756|-0.08185205747986571|1.2957551235708775|-0.07179055834831688|0.4083328634522564|-0.1260170350355318|-0.09314429489773424|0.23842145208587276|-0.7350949213386552|0.3103775956433821|0.3319556854461318|-0.5899403688930233|-0.10954634394491801|0.0|0|0
31|YUCATAN|529|ACANCEH|1|-0.6499645377676714|-0.586648182508008|0.26341660201797773|-0.6564095948983424|-1.2956306258835397|1.8502664063092373|-0.2008985043345748|2.3947840120121757|1.2957551235708775|-0.05220928879834134|-2.750927766239022|-0.13018747828613772|-0.5626526692117906|1.4319551033366602|-1.4091412990190737|1.8429866490730915|-1.2228991344259348|-0.5899403688930233|-0.5611030656073848|0.0|0|0
5|CHIAPAS|303|ACAPETAHUA|1|-0.3144815487744138|-0.5954996179952481|-0.42038384383816524|-0.4048004793941777|-0.15408558380235868|0.3537806084087011|0.17594088232664262|-0.9073974139772129|1.2957551235708775|0.8615832902005169|0.057303904597669895|-0.1366130501092935|0.12293099212044659|0.08056224234071069|-1.4091412990190737|-1.2222314577863276|-1.2228991344259348|-0.5899403688930233|0.5226330663825355|0.0|0|0
18|NAYARIT|201|ACAPONETA|2|1.6145456379368177|-0.572859190687926|-0.6631868435870972|0.4946534261629769|1.7251904890013334|-0.1577817063033737|1.730011485523319|-0.9073974139772129|1.2957551235708775|0.6266080556008106|0.29132321050072757|-0.14001118905423163|-0.3666086009353224|-0.3885894277430328|-1.4091412990190737|-1.2222314577863276|-1.2228991344259348|-0.5899403688930233|1.6063691983724557|0.0|0|0
13|GUERRERO|201|ACAPULCO DE JUAREZ|146|0.08534064358741437|0.5532888981280126|0.47961162789425005|0.5437886728634621|0.23772579401556987|0.15850715882324948|0.17437882096681448|0.4496634460184263|-0.22730911863290618|0.16327408844111416|-0.13290356778015794|-0.04517899120529389|0.0861805788096085|-0.1727885518425349|0.14208872084819085|-0.02553671743710224|0.22545877997544223|0.013973238421737038|0.10324202900287364|0.07534246575342465|67|11
15|JALISCO|2704|ACATIC|4|0.10487218746715828|-0.707767187655822|-0.5839604491212527|-0.7058718051065628|-0.37657392155671093|0.31844087112301067|-0.07435986698498197|-0.08185205747986571|-0.713588665842548|0.45690371950102254|1.6954390459190736|-0.14690014346078809|-0.5726413683584273|-0.6452950585435743|0.612997834022182|-1.2222314577863276|-1.2228991344259348|-0.5899403688930233|0.9290341158787556|0.0|0|0
15|JALISCO|2704|ACATLAN DE JUAREZ|10|0.8261606138026617|-0.04785206830893649|-0.06186854023713473|0.15206483917879077|0.05145691899781661|-0.23687564987827645|-0.04117345946925479|-0.2469611287793351|-1.115457423725233|-0.09920433571828736|0.08850647871807747|-0.10538724242253454|-0.15038807626533793|0.4452612764435483|1.0174256606304333|-0.6091878364144437|-0.9119281704515215|0.025208840418290673|0.1794499579190597|0.1|1|1
14|HIDALGO|326|ACAXOCHITLAN|1|0.021001440218843866|2.4410603984439083|3.0380118183360207|2.2400167509853355|-0.8697437309136314|-0.5510470938463184|-1.077855689797946|2.3947840120121757|-1.3833699289803565|-1.0704353053970692|2.3974969636282464|0.09792032143589234|-1.2145868464264067|-0.9285564442545136|1.2870442117026006|1.8429866490730915|1.8868105053181985|3.5110543598490698|-3.631688772912159|0.0|0|0
